0,1,2,3,4
0.1,0.13487115590528456,8.938657583907343e-05,0.13395540467058878,0.10762069620152381
0.1090909090909091,0.01681495715179423,0.000959294184554167,0.17137734257929704,0.08815528431281154
0.1181818181818182,-0.025611738727164938,0.006311696156866323,0.1855717675811393,0.10417371168483393
0.1272727272727273,0.22300270686944967,0.005427991931033223,0.1087853013294623,0.18161221378940118
0.13636363636363635,0.13250060592972668,0.0019027985342425723,0.13398640968721806,0.10563231374023284
0.14545454545454545,0.13906337617827044,0.0002117049832685837,0.13184016619664962,0.10915090121185206
0.15454545454545454,-0.006689190019840315,0.0015501945402334127,0.1784457319233274,0.09472381400051538
0.16363636363636364,-0.010216409631780698,0.0016733782658613268,0.17915478501887222,0.09564690161105383
0.17272727272727273,0.13283362715118727,0.00018666489235325098,0.13300889120561235,0.10493830972738
0.18181818181818182,0.08682461930528648,0.0010626551666040988,0.14681573929610778,0.08655626285390113
0.19090909090909092,0.10194401103653432,9.463035652382677e-05,0.1417381276980093,0.0906126102266743
0.2,0.18226355259428512,0.005144564545828298,0.1176474198620774,0.13880467925872503
0.2090909090909091,0.15038399252735224,0.0011985735895639097,0.12682012429316386,0.11448144222839701
0.2181818181818182,0.15391258143795958,0.00881572796810151,0.12512985007426036,0.11626883925758466
0.22727272727272727,0.1013755586841981,0.003726732178019351,0.1410414557063507,0.08954481358516138
0.23636363636363636,0.10200185894261085,0.0009445118381796267,0.14055043129723827,0.08946913465526554
0.24545454545454545,0.09647035051587483,4.1233737912946353e-05,0.1420001616562706,0.0874278436144092
0.2545454545454545,0.09140140334749905,0.0013078283884518128,0.1417312742400723,0.08437801484822743
0.26363636363636367,0.16815481378550903,0.00024275355434081556,0.11983020994852364,0.1252280720293051
0.2727272727272727,0.1697266528564494,0.00013132573724840946,0.11896635583915739,0.1260278928107846
0.28181818181818186,0.19344203327974394,0.00013180404842773438,0.1121482782998672,0.14597035301044972
0.2909090909090909,0.07295950769761204,0.00027420101589169265,0.14676970916409168,0.0797114259316371
0.3,0.13543596545624045,0.0012762705229854602,0.12718673553213025,0.10151295897809694
0.3090909090909091,0.138664073698954,0.0002868057874059956,0.12556554279066656,0.10275845682378368
0.3181818181818182,0.1351034150206596,0.0005306389846889806,0.12696479645050462,0.10090706270890062
0.32727272727272727,0.09208852615777006,0.00030776205802659606,0.13920709544032517,0.08232337308185524
0.33636363636363636,0.1353251154487102,8.761237162163842e-05,0.12548542158717788,0.099782082524627
0.34545454545454546,0.09491509384150972,0.00023673447063587717,0.1371034658929726,0.08202967171048046
0.3545454545454545,0.13749543388899907,0.0003933405251867871,0.12426317614819471,0.10037037815829855
0.36363636363636365,0.1390033448146843,0.0017440500422059144,0.1233314151792028,0.10076896043108306
